Date,State_Code,Sex,Race,Hispanic,Age_Group,Disability_Status,Education_Group,Veteran_Status,Employment_Status,Labor_Force_Status,Number_of_Persons
2023-07-01,15,Female,White,Non-Hispanic,0-20,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,868.0
2023-07-01,15,Male,Asian,Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,2714.0
2023-07-01,15,Male,Asian,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,852.0
2023-07-01,15,Male,Asian,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,975.0
2023-07-01,15,Male,Native Hawaiian and Other Pacific Islander,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,1628.0
2023-07-01,15,Male,Native Hawaiian and Other Pacific Islander,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1004.0
2023-07-01,15,Male,Native Hawaiian and Other Pacific Islander,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,1244.0
2023-07-01,15,Male,Two or More Races,Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,1233.0
2023-07-01,15,Male,Two or More Races,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,2691.0
2023-07-01,15,Male,Two or More Races,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,2234.0
2023-07-01,15,Male,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,1027.0
2023-07-01,15,Female,Asian,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1679.0
2023-07-01,15,Female,Asian,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,809.0
2023-07-01,15,Female,Asian,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,795.0
2023-07-01,15,Female,Native Hawaiian and Other Pacific Islander,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2636.0
2023-07-01,15,Female,Native Hawaiian and Other Pacific Islander,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,891.0
2023-07-01,15,Female,Two or More Races,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,883.0
2023-07-01,15,Female,Two or More Races,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,864.0
2023-07-01,15,Female,White,Non-Hispanic,0-20,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1235.0
2023-07-01,15,Female,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,790.0
2023-07-01,15,Male,Asian,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2980.0
2023-07-01,15,Male,Asian,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,945.0
2023-07-01,15,Male,Asian,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2531.0
2023-07-01,15,Male,Asian,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2077.0
2023-07-01,15,Male,Native Hawaiian and Other Pacific Islander,Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,926.0
2023-07-01,15,Male,Native Hawaiian and Other Pacific Islander,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1145.0
2023-07-01,15,Male,Native Hawaiian and Other Pacific Islander,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2861.0
2023-07-01,15,Male,Two or More Races,Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1477.0
2023-07-01,15,Male,Two or More Races,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1396.0
2023-07-01,15,Male,Two or More Races,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1437.0
2023-07-01,15,Male,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,991.0
2023-07-01,16,Female,Asian,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1553.0
2023-07-01,16,Female,Black or African American,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1542.0
2023-07-01,16,Female,White,Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1218.0
2023-07-01,16,Female,White,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,1279.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,1425.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,14305.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,4767.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,9095.0
2023-07-01,16,Male,American Indian or Alaskan Native,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1823.0
2023-07-01,16,Male,Asian,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1751.0
2023-07-01,16,Male,Black or African American,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,1394.0
2023-07-01,16,Male,White,Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3357.0
2023-07-01,16,Male,White,Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1123.0
2023-07-01,16,Male,White,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,1037.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,9742.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,6650.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,5950.0
2023-07-01,16,Female,American Indian or Alaskan Native,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2426.0
2023-07-01,16,Female,White,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3635.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1556.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2459.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1024.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6442.0
2023-07-01,16,Male,Asian,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,816.0
2023-07-01,16,Male,Black or African American,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1993.0
2023-07-01,16,Male,White,Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1026.0
2023-07-01,16,Male,White,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4403.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1062.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1122.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8021.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2447.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4613.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,3059.0
2023-07-01,16,Female,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,1164.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,2336.0
2023-07-01,16,Male,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,1045.0
2023-07-01,17,Female,Asian,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,4757.0
2023-07-01,17,Female,Black or African American,Non-Hispanic,0-20,Disabled,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,8022.0
2023-07-01,17,Female,Black or African American,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,6709.0
2023-07-01,17,Female,Black or African American,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,13743.0
2023-07-01,17,Female,White,Hispanic,0-20,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4186.0
2023-07-01,17,Female,White,Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,41628.0
2023-07-01,17,Female,White,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,3578.0
2023-07-01,17,Female,White,Non-Hispanic,0-20,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,3546.0
2023-07-01,17,Female,White,Non-Hispanic,0-20,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,5227.0
2023-07-01,17,Female,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,56306.0
2023-07-01,17,Female,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,35251.0
2023-07-01,17,Female,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,12886.0
2023-07-01,17,Male,Asian,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,7443.0
2023-07-01,17,Male,Asian,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,3694.0
2023-07-01,17,Male,Black or African American,Non-Hispanic,0-20,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,6519.0
2023-07-01,17,Male,Black or African American,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,6128.0
2023-07-01,17,Male,Black or African American,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,10837.0
2023-07-01,17,Male,White,Hispanic,0-20,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,3839.0
2023-07-01,17,Male,White,Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,10269.0
2023-07-01,17,Male,White,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,9643.0
2023-07-01,17,Male,White,Non-Hispanic,0-20,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,2957.0
2023-07-01,17,Male,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,23575.0
2023-07-01,17,Male,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,22727.0
2023-07-01,17,Male,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,42310.0
2023-07-01,17,Female,Black or African American,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8092.0
2023-07-01,17,Female,Black or African American,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15153.0
2023-07-01,17,Female,Black or African American,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6966.0
2023-07-01,17,Female,Black or African American,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,31709.0
2023-07-01,17,Female,White,Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5057.0
2023-07-01,17,Female,White,Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4625.0
2023-07-01,17,Female,White,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,16204.0
2023-07-01,17,Female,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,23067.0
2023-07-01,17,Female,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10734.0
2023-07-01,17,Female,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10093.0
2023-07-01,17,Male,Asian,Non-Hispanic,0-20,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4492.0
2023-07-01,17,Male,Asian,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10806.0
2023-07-01,17,Male,Black or African American,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,12832.0
2023-07-01,17,Male,Black or African American,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6406.0
2023-07-01,17,Male,White,Hispanic,0-20,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4510.0
2023-07-01,17,Male,White,Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5362.0
2023-07-01,17,Male,White,Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,23895.0
2023-07-01,17,Male,White,Non-Hispanic,0-20,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,12777.0
2023-07-01,17,Male,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15899.0
2023-07-01,17,Male,White,Non-Hispanic,0-20,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,17877.0
2023-07-01,17,Male,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9913.0
2023-07-01,17,Female,Black or African American,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,4184.0
2023-07-01,17,Female,White,Hispanic,0-20,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,5476.0
2023-07-01,17,Female,White,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Unemployed,In Civilian Labor Force,4444.0
2023-07-01,17,Male,White,Hispanic,0-20,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,3978.0
2023-07-01,17,Male,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,12121.0
2023-07-01,18,Female,Black or African American,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,11174.0
2023-07-01,18,Female,Black or African American,Non-Hispanic,0-20,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,10982.0
2023-07-01,18,Female,White,Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,9688.0
2023-07-01,18,Female,White,Non-Hispanic,0-20,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,5638.0
2023-07-01,18,Female,White,Non-Hispanic,0-20,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,37848.0
